epoch,triplet_loss
1,0.11192457139492035
2,0.09972849953174591
3,0.09191609153151512
4,0.08309090256690979
5,0.08271010971069336
6,0.0845615866780281
7,0.08022766011953354
8,0.07929963898658753
9,0.07149719655513763
10,0.07753568971157074
11,0.0708077085018158
12,0.06725629118084908
13,0.06444687515497208
14,0.06383254703879357
15,0.05883482241630554
